Title,Category,Language,Site,Level,Price,Rating,Duration,Skills,Number of viewers,Instructors,Program Type
Creating Toolpaths for a CNC Lathe,Physical Science and Engineering,English,Coursera,Intermediate,855,4.8,0.18,"Manufacturing Process Management,Manufacturing process,Computer-Aided Manufacturing,Autodesk Fusion 360,Mechanical Engineering,",135,Autodesk,Free Course
Retail Digital Supply Chain,Business,English,Coursera,Intermediate,855,4.6,0.7,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",71,Santiago Gallino,Free Course
Foundations of Public Health Practice: The Public Health Approach,Health,English,Coursera,Intermediate,855,4.8,0.12,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",346,Dr Richard J Pinder,Free Course
Country Level Economics: Macroeconomic Variables and Markets,Business,English,Coursera,Intermediate,855,4.4,0.17,"Economics,Interest Rate,Supply Chain,Market (Economics),",902,Hadi Salehi Esfahani,Free Course
Introduction to Biology: Ecology,Physical Science and Engineering,English,Coursera,Intermediate,855,4.8,0.19,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",22,Scott Solomon,Free Course
Guitar for Beginners,Arts and Humanities,English,Coursera,Intermediate,855,4.8,0.23,"Tablature,Music notation,Guitar scales,Guitar chords,Guitar,",2211,Thaddeus Hogarth,Free Course
Healthcare Marketplace Capstone,Business,English,Coursera,Intermediate,855,4.6,0.9,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",42,Stephen T Parente,Free Course
Programming with JavaScript,Computer Science,English,Coursera,Intermediate,855,4.7,0.42,"Test-Driven Development,JavaScript,Front-End Web Development,Object-Oriented Programming (OOP),",1860,Taught by Meta Staff,Free Course
Object Oriented Programming in Java,Computer Science,English,Coursera,Intermediate,855,4.7,0.39,"Logic Programming,Java Programming,Object-Oriented Programming (OOP),Sorting Algorithm,",5589,Mia Minnes,Free Course
The Art of Music Production,Arts and Humanities,English,Coursera,Intermediate,855,4.8,0.14,"Audio Production,Music,Music production,Songwriting,Music recording,",1912,Stephen Webber,Free Course
Wharton Business Foundations Capstone,Business,English,Coursera,Intermediate,855,4.6,0.11,"Financial Accounting,Accounting,Finance,Marketing,",329,Christian Terwiesch,Free Course
Major and Principal Gifts,Business,English,Coursera,Intermediate,855,4.5,0.14,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",19,Jason Wohlman,Free Course
Six Sigma and the Organization (Advanced),Business,English,Coursera,Intermediate,855,4.7,0.16,"Lean Six Sigma,Process Improvement,Process Capability,Six Sigma,",3154,"David Cook, PhD",Free Course
Annual Campaigns: Building a Case for Support,Business,English,Coursera,Intermediate,855,4.2,0.16,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",38,Michelle Poesy,Free Course
Google Cloud Fundamentals: Core Infrastructure,Information Technology,English,Coursera,Intermediate,855,4.7,0.8,"Google Compute Engine,Google App Engine (GAE),Google Cloud Platform,Cloud Computing,",46791,Google Cloud Training,Free Course
Introduction to Corporate Finance,Business,English,Coursera,Intermediate,855,4.6,0.7,"Discounted Cash Flow,Decision-Making,Corporate Finance,Cash Flow Analysis,",5675,Michael R Roberts,Free Course
Marketing: Customer Needs and Wants,Business,English,Coursera,Intermediate,855,4.4,0.1,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",430,Mario Capizzani,Free Course
Finance of Mergers and Acquisitions: Designing an M&A Deal,Business,English,Coursera,Intermediate,855,4.5,0.2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",13,Heitor Almeida,Free Course
International B2B (Business to Business) Marketing,Business,English,Coursera,Intermediate,855,4.6,0.9,"Business Marketing,Marketing,Marketing Strategy,",515,Dae Ryun Chang,Free Course
Google Slides en Español,Information Technology,Spanish,Coursera,Intermediate,855,4.7,0.3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",16,Google Cloud Training,Free Course
Federal Taxation II: Property Transactions of Business Owners and Shareholders,Business,English,Coursera,Intermediate,855,4.9,0.31,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",164,Matthew Hutchens,Free Course
Genomic Data Science and Clustering (Bioinformatics V),Health,English,Coursera,Intermediate,855,4.2,0.9,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",88,Pavel  Pevzner,Free Course
Songwriting: Writing the Music,Arts and Humanities,English,Coursera,Intermediate,855,4.9,0.12,"Melodic Hooks,Melody,Music,Harmony,Songwriting,",32,Scarlet Keys,Free Course
Supply Chain Operations,Business,English,Coursera,Intermediate,855,4.8,0.11,"Lean Six Sigma,Supply Chain,Six Sigma,",3779,"Rudolf Leuschner, Ph.D.",Free Course
Six Sigma Advanced Improve and Control Phases,Business,English,Coursera,Intermediate,855,4.8,0.9,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",581,"David Cook, PhD",Free Course
Architecting with Google Kubernetes Engine: Workloads,Computer Science,English,Coursera,Intermediate,855,4.7,0.15,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",1203,Google Cloud Training,Free Course
Data Science as a Field,Data Science,English,Coursera,Intermediate,855,4.3,0.1,"Data Science,Applied Mathematics,Information Science,Statistics,Computer Science,",21,Jane Wall,Free Course
Network Analysis in Systems Biology,Health,English,Coursera,Intermediate,855,4.5,0.3,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",189,"Avi Ma’ayan, PhD",Free Course
Advanced Interviewing Techniques,Language Learning,English,Coursera,Intermediate,855,4.7,0.21,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",140,Charles Duquette,Free Course
Bring Your Story to Life – Video Post-Production,Personal Development,English,Coursera,Intermediate,855,4.7,0.9,"Video Post-Production,Video Editing,Video Production,Editing,",16,Emilie Johnson,Free Course
IoT Networking,Computer Science,English,Coursera,Intermediate,855,4.9,0.2,"Internet,Internet Of Things (IOT),Wireless,Front And Back Ends,",10,Matthew Caesar,Free Course
Agile Planning for Software Products,Computer Science,English,Coursera,Intermediate,855,4.8,0.12,"Software Development,Agile Management,Program Evaluation And Review Technique (PERT),Agile Software Development,",1971,Kenny Wong,Free Course
Healthcare Data Literacy,Health,English,Coursera,Intermediate,855,4.4,0.13,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",103,Brian Paciotti,Free Course
Understanding Financial Markets,Business,English,Coursera,Intermediate,855,4.8,0.1,"Bond Market,Interest Rate,Stock,Financial Markets,",5456,University of Geneva- Ines Chaieb,Free Course
Applying Data Analytics in Marketing,Business,English,Coursera,Intermediate,855,4.5,0.13,"Marketing,regression,Analytics,Data Analysis,Marketing Analytics,",133,Unnati Narang,Free Course
Statistics for Data Science with Python,Data Science,English,Coursera,Intermediate,855,4.5,0.14,"Probability And Statistics,Regression Analysis,Data Visualization (DataViz),Statistical Hypothesis Testing,Basic Descriptive Statistics,",304,Murtaza Haider,Free Course
Managing an Agile Team,Computer Science,English,Coursera,Intermediate,855,4.7,0.1,"agile product management,Agile Software Development,backlog management,Kanban,XP,",1263,Alex Cowan,Free Course
"Excel/VBA for Creative Problem Solving, Part 2",Computer Science,English,Coursera,Intermediate,855,4.9,0.2,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",1246,Charlie Nuttelman,Free Course
Developing Data Models with LookML,Data Science,English,Coursera,Intermediate,855,4.7,0.5,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",38,Google Cloud Training,Free Course
Teach English Now! Capstone Project 2,Language Learning,English,Coursera,Intermediate,855,4.9,0.24,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",878,Jessica Cinco,Free Course
Human Factors in AI,Data Science,English,Coursera,Intermediate,855,4.9,0.17,"Machine Learning,Privacy,Design Thinking,Ethics,",24,Jon Reifschneider,Free Course
Input and Interaction,Computer Science,English,Coursera,Intermediate,855,4.6,0.9,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",707,Scott  Klemmer,Free Course
Six Sigma Advanced Define and Measure Phases,Business,English,Coursera,Intermediate,855,4.7,0.15,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",1106,"Christina Scherrer, PhD",Free Course
Robotics: Estimation and Learning,Physical Science and Engineering,English,Coursera,Intermediate,855,4.3,0.14,"Particle Filter,Estimation,Mapping,",494,Daniel Lee,Free Course
Networking in Google Cloud: Hybrid Connectivity and Network Management,Information Technology,English,Coursera,Intermediate,855,4.8,0.7,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",1018,Google Cloud Training,Free Course
Intro to International Marketing,Business,English,Coursera,Intermediate,855,4.7,0.7,"Global Marketing,Marketing,Brand Management,Marketing Strategy,",948,Dae Ryun Chang,Free Course
Artificial Intelligence: An Overview,Computer Science,English,Coursera,Intermediate,855,4.7,0.7,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",63,Nicola Gatti,Free Course
Getting Started with Git and GitHub,Computer Science,English,Coursera,Intermediate,855,4.6,0.8,"Distributed Version Control (DRCS),open source,Version Control Systems,Github,Git (Software),",364,Upkar Lidder,Free Course
Understanding TikTok and Its Users,Business,English,Coursera,Intermediate,855,4.4,0.4,"Social Media Marketing,Content Creation,Content Marketing,Social Media Platforms,",19,Anke Audenaert,Free Course
Essential Design Principles for Tableau,Data Science,English,Coursera,Intermediate,855,4.4,0.12,"Data Analysis,Tableau Software,Data Virtualization,Data Visualization (DataViz),",1898,Govind Acharya,Free Course
Effective Compliance Programs,Business,English,Coursera,Intermediate,855,4.9,0.11,"Management,Strategic Planning,Compliance,Organizational Behavior,",604,Lauren Steinfeld,Free Course
Customising your models with TensorFlow 2,Data Science,English,Coursera,Intermediate,855,4.8,0.27,"Tensorflow,Deep Learning,keras,",173,Dr Kevin Webster,Free Course
Healthcare Marketplace,Business,English,Coursera,Intermediate,855,4.5,0.2,"Healthcare Management,Insurance,Healthcare Marketing,Medical Device,",583,Stephen T Parente,Free Course
"Excel/VBA for Creative Problem Solving, Part 3 (Projects)",Computer Science,English,Coursera,Intermediate,855,4.9,0.16,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",420,Charlie Nuttelman,Free Course
Supply Chain Management Strategy,Business,English,Coursera,Intermediate,855,4.8,0.13,"Supply Chain Strategy,Supply Chain Risk Management,Supply Chain,",962,"Rudolf Leuschner, Ph.D.",Free Course
Accounting Analysis I: The Role of Accounting as an Information System,Business,English,Coursera,Intermediate,855,4.8,0.25,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",613,"Gregory L. Davis, CPA, CMA, CFM, CCM",Free Course
Teaching Popular Music in the Classroom,Social Sciences,English,Coursera,Intermediate,855,4.7,0.8,"Music,classroom management,Curriculum Design,Teaching,Learning,",83,Krystal Banfield,Free Course
Managing Employee Performance,Business,English,Coursera,Intermediate,855,4.7,0.15,"Performance Appraisal,Human Resources (HR),Performance Management,Organizational Culture,",2385,Larry Bourgerie,Free Course
Design your own trading strategy – Culminating Project,Business,English,Coursera,Intermediate,855,4.5,0.21,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",97,Ramabhadran Thirumalai,Free Course
Digital Media and Marketing Principles,Business,English,Coursera,Intermediate,855,4.4,0.2,"Digital Marketing,Marketing Channel,Social Media,Mobile Marketing,Integrated Marketing Communications,",2748,Mike Yao,Free Course
Introduction to Game Design,Arts and Humanities,English,Coursera,Intermediate,855,4.7,0.6,"Video Game Development,Gameplay,Video Game Design,Game Design,",2618,Fran Krause,Free Course
Finding Mutations in DNA and Proteins (Bioinformatics VI),Health,English,Coursera,Intermediate,855,4.7,0.23,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",57,Pavel  Pevzner,Free Course
Experimental Methods in Systems Biology,Health,English,Coursera,Intermediate,855,4.5,0.18,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",294,"Marc Birtwistle, PhD",Free Course
Supporting Families and Caregivers,Health,English,Coursera,Intermediate,855,4.2,0.1,"Caregiver Support,Palliative Care,Psychosocial Support,Child Guidance,",16,Kavitha Ramchandran,Free Course
Introduction to Hardware and Operating Systems,Information Technology,English,Coursera,Intermediate,855,4.8,0.17,"Technical Support,IT Service Management (ITSM),Troubleshooting,IT Career,",563,Skills Network,Free Course
Introduction to Business Analytics with R,Business,English,Coursera,Intermediate,855,4.6,0.16,"Business Analytics,R Programming,Rstudio,",168,Ronald Guymon,Free Course
Probability Theory: Foundation for Data Science,Data Science,English,Coursera,Intermediate,855,4.4,0.47,"Probability,central limit theorem,continuous random variables,Bayes' Theorem,discrete random variables,",112,Anne Dougherty,Free Course
Data Analysis with Python,Data Science,English,Coursera,Intermediate,855,4.7,0.14,"Predictive Modelling,Python Programming,Data Analysis,Data Visualization (DataViz),Model Selection,",16505,Joseph Santarcangelo,Free Course
ESG Impact: Investor Perspective,Business,English,Coursera,Intermediate,855,4.7,0.7,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",116,Christopher Geczy,Free Course
Prediction Models with Sports Data,Data Science,English,Coursera,Intermediate,855,4.7,0.33,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",24,Youngho Park,Free Course
Planning your Client's Wealth over a 5-year Horizon,Business,English,Coursera,Intermediate,855,4.7,0.13,"Investment Management,Microsoft Excel,Finance,Investment,",377,University of Geneva- Michel Girardin,Free Course
Market Risk Management: Frameworks & Strategies,Business,English,Coursera,Intermediate,855,4.6,0.7,"Market Risk Management,Financial Risk Modeling,Designing a Stress Test,",45,Jack Farmer,Free Course
